Price,Review Scores Rating,Neighbourhood ,Property Type,Room Type
200,95.0,Brooklyn,Apartment,Entire home/apt
120,95.0,Brooklyn,Apartment,Entire home/apt
245,100.0,Manhattan,Apartment,Entire home/apt
100,90.0,Manhattan,Apartment,Entire home/apt
85,93.0,Brooklyn,Apartment,Private room
85,90.0,Brooklyn,Apartment,Private room
49,95.0,Manhattan,Apartment,Private room
105,97.0,Manhattan,Apartment,Private room
225,97.0,Brooklyn,Apartment,Entire home/apt
220,83.0,Brooklyn,Apartment,Entire home/apt
225,96.0,Manhattan,Apartment,Entire home/apt
215,80.0,Manhattan,Apartment,Entire home/apt
349,83.0,Manhattan,Apartment,Entire home/apt
220,97.0,Manhattan,Apartment,Entire home/apt
185,94.0,Manhattan,Apartment,Entire home/apt
55,80.0,Brooklyn,Apartment,Private room
72,92.0,Brooklyn,Apartment,Private room
79,96.0,Brooklyn,Apartment,Private room
79,87.0,Queens,Apartment,Private room
240,95.0,Brooklyn,Apartment,Entire home/apt
168,100.0,Brooklyn,Apartment,Entire home/apt
285,100.0,Brooklyn,House,Entire home/apt
700,90.0,Brooklyn,Loft,Entire home/apt
175,97.0,Manhattan,Apartment,Entire home/apt
160,91.0,Manhattan,Apartment,Entire home/apt
70,67.0,Brooklyn,Apartment,Private room
80,95.0,Brooklyn,Loft,Private room
80,96.0,Brooklyn,Loft,Private room
80,92.0,Brooklyn,Loft,Private room
130,93.0,Manhattan,Apartment,Private room
80,92.0,Manhattan,Apartment,Private room
90,87.0,Manhattan,Apartment,Private room
88,95.0,Manhattan,Apartment,Shared room
250,96.0,Brooklyn,Apartment,Entire home/apt
150,99.0,Brooklyn,Apartment,Entire home/apt
290,98.0,Brooklyn,Apartment,Entire home/apt
230,93.0,Brooklyn,Apartment,Entire home/apt
139,91.0,Manhattan,Apartment,Entire home/apt
100,100.0,Brooklyn,Apartment,Private room
105,98.0,Manhattan,Apartment,Private room
160,90.0,Manhattan,Apartment,Entire home/apt
110,70.0,Manhattan,Apartment,Entire home/apt
169,95.0,Manhattan,Apartment,Entire home/apt
170,97.0,Brooklyn,Apartment,Entire home/apt
185,98.0,Brooklyn,Apartment,Entire home/apt
250,100.0,Brooklyn,House,Entire home/apt
140,96.0,Manhattan,Apartment,Entire home/apt
155,94.0,Manhattan,Apartment,Entire home/apt
300,100.0,Manhattan,Apartment,Entire home/apt
389,96.0,Manhattan,Apartment,Entire home/apt
130,100.0,Brooklyn,Apartment,Private room
50,89.0,Brooklyn,Apartment,Private room
56,96.0,Brooklyn,Apartment,Private room
120,98.0,Brooklyn,Bed & Breakfast,Private room
149,97.0,Brooklyn,House,Entire home/apt
395,100.0,Manhattan,Apartment,Entire home/apt
79,94.0,Manhattan,Apartment,Private room
100,93.0,Brooklyn,Apartment,Entire home/apt
190,93.0,Brooklyn,Apartment,Entire home/apt
410,100.0,Brooklyn,House,Entire home/apt
185,95.0,Manhattan,Apartment,Entire home/apt
159,89.0,Manhattan,Apartment,Entire home/apt
559,93.0,Manhattan,Apartment,Entire home/apt
90,100.0,Brooklyn,Apartment,Private room
80,100.0,Brooklyn,Apartment,Private room
55,93.0,Manhattan,Apartment,Private room
110,90.0,Manhattan,Apartment,Private room
80,100.0,Queens,Apartment,Private room
1500,99.0,Brooklyn,Loft,Entire home/apt
200,96.0,Brooklyn,Loft,Entire home/apt
225,100.0,Manhattan,Apartment,Entire home/apt
77,93.0,Manhattan,Apartment,Private room
75,91.0,Manhattan,Apartment,Private room
90,86.0,Brooklyn,Apartment,Entire home/apt
199,93.0,Manhattan,Apartment,Entire home/apt
200,92.0,Manhattan,Apartment,Entire home/apt
80,93.0,Brooklyn,Apartment,Entire home/apt
145,95.0,Brooklyn,Apartment,Entire home/apt
135,92.0,Brooklyn,Apartment,Entire home/apt
250,93.0,Manhattan,Apartment,Entire home/apt
325,93.0,Manhattan,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
105,92.0,Manhattan,Apartment,Entire home/apt
189,80.0,Manhattan,Apartment,Entire home/apt
325,87.0,Manhattan,Apartment,Entire home/apt
72,94.0,Brooklyn,Apartment,Private room
89,94.0,Brooklyn,Apartment,Private room
65,94.0,Manhattan,Apartment,Private room
88,100.0,Queens,Apartment,Private room
203,94.0,Brooklyn,Apartment,Entire home/apt
100,96.0,Brooklyn,Apartment,Entire home/apt
350,96.0,Brooklyn,House,Entire home/apt
495,91.0,Brooklyn,House,Entire home/apt
179,86.0,Brooklyn,Loft,Entire home/apt
185,88.0,Manhattan,Apartment,Entire home/apt
220,82.0,Manhattan,Apartment,Entire home/apt
70,80.0,Brooklyn,Apartment,Private room
55,100.0,Brooklyn,Apartment,Private room
55,100.0,Brooklyn,House,Private room
60,98.0,Brooklyn,House,Private room
70,90.0,Brooklyn,Loft,Private room
999,88.0,Manhattan,Apartment,Private room
150,88.0,Manhattan,Apartment,Entire home/apt
249,91.0,Manhattan,Apartment,Entire home/apt
125,80.0,Manhattan,Apartment,Entire home/apt
125,90.0,Manhattan,Apartment,Entire home/apt
135,86.0,Manhattan,Apartment,Entire home/apt
135,98.0,Manhattan,Apartment,Private room
150,93.0,Brooklyn,Apartment,Entire home/apt
150,88.0,Manhattan,Apartment,Entire home/apt
200,87.0,Manhattan,Apartment,Entire home/apt
190,98.0,Brooklyn,Apartment,Entire home/apt
250,88.0,Manhattan,Apartment,Entire home/apt
70,88.0,Brooklyn,Apartment,Private room
72,95.0,Brooklyn,Apartment,Private room
63,94.0,Brooklyn,Apartment,Private room
39,80.0,Brooklyn,Apartment,Private room
74,80.0,Brooklyn,Apartment,Private room
90,100.0,Manhattan,Apartment,Private room
205,100.0,Brooklyn,Apartment,Entire home/apt
185,87.0,Brooklyn,Apartment,Entire home/apt
150,92.0,Brooklyn,Apartment,Entire home/apt
180,97.0,Brooklyn,Apartment,Entire home/apt
300,94.0,Manhattan,Apartment,Entire home/apt
141,96.0,Manhattan,Apartment,Entire home/apt
160,73.0,Manhattan,Apartment,Entire home/apt
240,92.0,Manhattan,Apartment,Entire home/apt
150,96.0,Manhattan,Apartment,Entire home/apt
85,97.0,Brooklyn,Apartment,Private room
68,97.0,Queens,Apartment,Private room
149,100.0,Brooklyn,Apartment,Entire home/apt
149,79.0,Manhattan,Apartment,Entire home/apt
400,94.0,Manhattan,Loft,Entire home/apt
69,93.0,Brooklyn,Apartment,Private room
250,97.0,Brooklyn,Apartment,Entire home/apt
95,80.0,Brooklyn,Apartment,Entire home/apt
210,97.0,Brooklyn,House,Entire home/apt
249,88.0,Manhattan,Apartment,Entire home/apt
295,94.0,Manhattan,Apartment,Entire home/apt
295,98.0,Manhattan,House,Entire home/apt
175,95.0,Manhattan,House,Entire home/apt
69,73.0,Manhattan,Apartment,Private room
59,90.0,Manhattan,Apartment,Private room
122,96.0,Brooklyn,Apartment,Entire home/apt
160,77.0,Manhattan,Apartment,Entire home/apt
99,100.0,Bronx,Apartment,Private room
72,60.0,Brooklyn,Apartment,Private room
120,98.0,Brooklyn,Loft,Private room
69,95.0,Manhattan,Apartment,Private room
150,97.0,Brooklyn,Apartment,Entire home/apt
270,97.0,Brooklyn,Loft,Entire home/apt
175,97.0,Manhattan,Apartment,Entire home/apt
120,80.0,Manhattan,Apartment,Entire home/apt
57,91.0,Bronx,House,Private room
65,97.0,Brooklyn,House,Private room
124,93.0,Brooklyn,Apartment,Entire home/apt
220,100.0,Brooklyn,Loft,Entire home/apt
159,88.0,Manhattan,Apartment,Entire home/apt
50,100.0,Brooklyn,Apartment,Private room
125,100.0,Brooklyn,Apartment,Entire home/apt
162,96.0,Manhattan,Apartment,Entire home/apt
250,93.0,Manhattan,Apartment,Entire home/apt
150,100.0,Manhattan,Apartment,Entire home/apt
129,96.0,Queens,House,Entire home/apt
295,97.0,Manhattan,Apartment,Private room
92,100.0,Brooklyn,Apartment,Entire home/apt
275,100.0,Manhattan,Apartment,Entire home/apt
499,88.0,Manhattan,Apartment,Entire home/apt
205,98.0,Manhattan,Apartment,Entire home/apt
55,100.0,Brooklyn,Apartment,Private room
80,95.0,Brooklyn,Apartment,Private room
69,91.0,Brooklyn,Apartment,Private room
75,90.0,Manhattan,Apartment,Private room
69,95.0,Queens,Apartment,Private room
88,60.0,Brooklyn,Apartment,Entire home/apt
180,100.0,Brooklyn,Apartment,Entire home/apt
225,97.0,Manhattan,Apartment,Entire home/apt
599,83.0,Manhattan,Apartment,Entire home/apt
175,87.0,Manhattan,Apartment,Entire home/apt
265,98.0,Manhattan,Apartment,Entire home/apt
165,90.0,Manhattan,Apartment,Entire home/apt
333,93.0,Manhattan,House,Entire home/apt
70,92.0,Brooklyn,Apartment,Private room
79,97.0,Brooklyn,Apartment,Private room
79,100.0,Brooklyn,Apartment,Private room
83,88.0,Manhattan,Apartment,Private room
160,94.0,Manhattan,Bed & Breakfast,Private room
200,100.0,Manhattan,Bed & Breakfast,Private room
37,100.0,Queens,Apartment,Private room
62,98.0,Queens,House,Private room
130,94.0,Brooklyn,Apartment,Entire home/apt
175,97.0,Brooklyn,Apartment,Entire home/apt
245,100.0,Brooklyn,Loft,Entire home/apt
150,98.0,Brooklyn,Loft,Entire home/apt
179,20.0,Manhattan,Apartment,Entire home/apt
275,97.0,Manhattan,Apartment,Entire home/apt
250,98.0,Manhattan,Apartment,Entire home/apt
200,97.0,Manhattan,Apartment,Entire home/apt
225,91.0,Manhattan,Apartment,Entire home/apt
200,100.0,Manhattan,Apartment,Entire home/apt
299,89.0,Manhattan,Apartment,Entire home/apt
698,96.0,Manhattan,Townhouse,Entire home/apt
46,87.0,Brooklyn,Apartment,Private room
45,96.0,Brooklyn,Apartment,Private room
99,100.0,Manhattan,Apartment,Private room
99,87.0,Manhattan,Apartment,Private room
35,100.0,Queens,Apartment,Private room
200,100.0,Brooklyn,House,Entire home/apt
145,83.0,Brooklyn,Loft,Entire home/apt
360,93.0,Manhattan,Apartment,Entire home/apt
320,88.0,Manhattan,Apartment,Entire home/apt
225,93.0,Manhattan,Apartment,Entire home/apt
140,97.0,Manhattan,Apartment,Private room
150,95.0,Manhattan,Loft,Private room
130,97.0,Manhattan,Loft,Private room
195,98.0,Manhattan,Villa,Private room
308,97.0,Brooklyn,Apartment,Entire home/apt
195,98.0,Brooklyn,Apartment,Entire home/apt
125,80.0,Brooklyn,Apartment,Entire home/apt
350,100.0,Manhattan,Apartment,Entire home/apt
120,80.0,Brooklyn,Apartment,Entire home/apt
200,100.0,Brooklyn,Apartment,Entire home/apt
895,98.0,Manhattan,Loft,Entire home/apt
120,100.0,Brooklyn,Apartment,Private room
99,93.0,Brooklyn,Apartment,Private room
85,89.0,Manhattan,Apartment,Private room
129,92.0,Brooklyn,Apartment,Entire home/apt
160,95.0,Brooklyn,Apartment,Entire home/apt
150,96.0,Brooklyn,Apartment,Entire home/apt
100,80.0,Brooklyn,Apartment,Entire home/apt
149,100.0,Brooklyn,Apartment,Entire home/apt
85,95.0,Brooklyn,Apartment,Entire home/apt
300,94.0,Manhattan,Apartment,Entire home/apt
175,93.0,Manhattan,Apartment,Entire home/apt
110,100.0,Brooklyn,Apartment,Private room
139,93.0,Manhattan,Apartment,Private room
125,93.0,Brooklyn,Apartment,Entire home/apt
195,97.0,Manhattan,Apartment,Entire home/apt
50,97.0,Brooklyn,Apartment,Private room
41,100.0,Brooklyn,Apartment,Private room
50,100.0,Brooklyn,House,Private room
95,100.0,Brooklyn,House,Private room
95,80.0,Brooklyn,House,Private room
140,90.0,Manhattan,Apartment,Private room
40,73.0,Manhattan,Apartment,Private room
50,80.0,Manhattan,Apartment,Private room
165,90.0,Manhattan,Loft,Private room
175,95.0,Brooklyn,Apartment,Entire home/apt
100,89.0,Brooklyn,Apartment,Entire home/apt
135,94.0,Brooklyn,Apartment,Entire home/apt
175,97.0,Manhattan,Apartment,Entire home/apt
45,86.0,Brooklyn,Apartment,Private room
90,93.0,Brooklyn,House,Private room
133,100.0,Brooklyn,Apartment,Entire home/apt
290,100.0,Manhattan,Apartment,Entire home/apt
129,86.0,Manhattan,Apartment,Entire home/apt
95,93.0,Brooklyn,Apartment,Private room
119,88.0,Manhattan,Apartment,Private room
40,95.0,Queens,House,Private room
210,100.0,Brooklyn,Apartment,Entire home/apt
500,93.0,Brooklyn,Loft,Entire home/apt
250,98.0,Manhattan,Apartment,Entire home/apt
99,96.0,Manhattan,Apartment,Entire home/apt
125,96.0,Manhattan,Apartment,Entire home/apt
110,94.0,Brooklyn,Apartment,Private room
75,70.0,Brooklyn,Loft,Private room
75,91.0,Brooklyn,Loft,Private room
75,97.0,Brooklyn,Loft,Private room
50,100.0,Manhattan,Apartment,Shared room
350,100.0,Brooklyn,House,Entire home/apt
200,90.0,Manhattan,Apartment,Entire home/apt
198,89.0,Manhattan,Apartment,Entire home/apt
87,100.0,Queens,Apartment,Entire home/apt
47,100.0,Brooklyn,Apartment,Private room
47,70.0,Brooklyn,Apartment,Private room
130,100.0,Manhattan,Apartment,Private room
67,85.0,Queens,Apartment,Private room
35,85.0,Brooklyn,Loft,Shared room
150,100.0,Brooklyn,Apartment,Entire home/apt
206,96.0,Manhattan,Apartment,Entire home/apt
350,95.0,Manhattan,Apartment,Entire home/apt
119,87.0,Manhattan,Apartment,Private room
189,88.0,Brooklyn,Apartment,Entire home/apt
150,73.0,Brooklyn,Apartment,Entire home/apt
185,100.0,Manhattan,Apartment,Entire home/apt
165,97.0,Manhattan,Apartment,Entire home/apt
120,100.0,Manhattan,Apartment,Entire home/apt
99,100.0,Manhattan,Apartment,Private room
70,87.0,Manhattan,Apartment,Private room
59,100.0,Queens,Apartment,Private room
175,100.0,Brooklyn,Apartment,Entire home/apt
185,94.0,Brooklyn,Apartment,Entire home/apt
120,89.0,Brooklyn,Apartment,Entire home/apt
199,98.0,Manhattan,Apartment,Entire home/apt
75,20.0,Brooklyn,Apartment,Private room
93,97.0,Manhattan,Apartment,Private room
180,100.0,Brooklyn,Apartment,Entire home/apt
95,85.0,Brooklyn,Apartment,Entire home/apt
425,100.0,Brooklyn,House,Entire home/apt
250,95.0,Manhattan,Apartment,Entire home/apt
120,87.0,Queens,Apartment,Entire home/apt
77,95.0,Brooklyn,Apartment,Private room
85,94.0,Manhattan,Apartment,Private room
135,90.0,Brooklyn,Apartment,Entire home/apt
325,100.0,Brooklyn,Apartment,Entire home/apt
250,90.0,Brooklyn,Apartment,Entire home/apt
300,88.0,Manhattan,Apartment,Entire home/apt
250,93.0,Manhattan,Apartment,Entire home/apt
135,96.0,Manhattan,Apartment,Entire home/apt
195,95.0,Manhattan,Apartment,Entire home/apt
150,94.0,Manhattan,Apartment,Entire home/apt
220,100.0,Manhattan,Loft,Entire home/apt
100,96.0,Brooklyn,Apartment,Private room
75,90.0,Brooklyn,Apartment,Private room
210,99.0,Brooklyn,Apartment,Entire home/apt
225,97.0,Brooklyn,Apartment,Entire home/apt
295,80.0,Manhattan,Apartment,Entire home/apt
90,98.0,Brooklyn,Apartment,Private room
95,100.0,Brooklyn,Loft,Private room
85,96.0,Brooklyn,Loft,Private room
139,94.0,Manhattan,Apartment,Private room
75,96.0,Manhattan,Apartment,Private room
225,83.0,Manhattan,Apartment,Private room
100,100.0,Manhattan,Apartment,Shared room
120,80.0,Brooklyn,Apartment,Entire home/apt
190,99.0,Manhattan,Apartment,Entire home/apt
289,98.0,Manhattan,Apartment,Entire home/apt
250,94.0,Manhattan,Apartment,Entire home/apt
35,95.0,Brooklyn,Apartment,Private room
200,100.0,Manhattan,Apartment,Private room
198,100.0,Manhattan,Apartment,Private room
145,80.0,Brooklyn,Apartment,Entire home/apt
120,87.0,Brooklyn,Apartment,Entire home/apt
70,82.0,Brooklyn,Apartment,Entire home/apt
80,84.0,Brooklyn,Apartment,Entire home/apt
75,95.0,Brooklyn,Loft,Entire home/apt
200,99.0,Manhattan,Apartment,Entire home/apt
65,100.0,Brooklyn,Apartment,Private room
64,97.0,Brooklyn,Apartment,Private room
98,75.0,Manhattan,Apartment,Private room
80,96.0,Manhattan,Apartment,Private room
99,90.0,Brooklyn,Apartment,Entire home/apt
84,84.0,Brooklyn,Apartment,Entire home/apt
125,80.0,Brooklyn,Apartment,Entire home/apt
350,100.0,Manhattan,Apartment,Entire home/apt
249,100.0,Manhattan,Apartment,Entire home/apt
85,93.0,Brooklyn,Apartment,Private room
85,90.0,Manhattan,Apartment,Private room
120,80.0,Queens,Apartment,Private room
219,98.0,Brooklyn,Apartment,Entire home/apt
220,80.0,Brooklyn,Apartment,Entire home/apt
205,100.0,Brooklyn,Apartment,Entire home/apt
240,91.0,Brooklyn,Apartment,Entire home/apt
100,100.0,Brooklyn,Apartment,Entire home/apt
205,97.0,Brooklyn,Apartment,Entire home/apt
150,96.0,Manhattan,Apartment,Entire home/apt
199,100.0,Manhattan,Apartment,Entire home/apt
88,96.0,Brooklyn,Apartment,Private room
87,91.0,Brooklyn,House,Private room
100,90.0,Manhattan,Apartment,Private room
110,100.0,Brooklyn,Apartment,Entire home/apt
195,88.0,Brooklyn,Loft,Entire home/apt
130,85.0,Manhattan,Apartment,Entire home/apt
85,92.0,Brooklyn,Loft,Private room
129,97.0,Brooklyn,Apartment,Entire home/apt
115,93.0,Brooklyn,Apartment,Entire home/apt
190,96.0,Brooklyn,Loft,Entire home/apt
281,95.0,Manhattan,Apartment,Entire home/apt
160,89.0,Manhattan,Apartment,Entire home/apt
248,98.0,Manhattan,Apartment,Entire home/apt
75,100.0,Manhattan,Apartment,Entire home/apt
115,85.0,Manhattan,Apartment,Entire home/apt
449,87.0,Manhattan,Apartment,Entire home/apt
249,100.0,Manhattan,Apartment,Private room
200,100.0,Brooklyn,Apartment,Entire home/apt
115,95.0,Brooklyn,Apartment,Entire home/apt
175,86.0,Manhattan,Apartment,Entire home/apt
145,98.0,Brooklyn,Loft,Entire home/apt
400,96.0,Manhattan,Apartment,Entire home/apt
275,100.0,Manhattan,Apartment,Entire home/apt
150,90.0,Manhattan,Apartment,Entire home/apt
125,93.0,Queens,Boat,Entire home/apt
85,93.0,Manhattan,Apartment,Private room
200,96.0,Brooklyn,Apartment,Entire home/apt
175,100.0,Brooklyn,Apartment,Entire home/apt
150,87.0,Brooklyn,Apartment,Entire home/apt
350,97.0,Brooklyn,House,Entire home/apt
175,94.0,Manhattan,Apartment,Entire home/apt
159,94.0,Manhattan,Apartment,Entire home/apt
225,80.0,Manhattan,Apartment,Entire home/apt
105,60.0,Brooklyn,Apartment,Private room
139,90.0,Brooklyn,Apartment,Entire home/apt
100,100.0,Brooklyn,Apartment,Entire home/apt
195,90.0,Brooklyn,Apartment,Entire home/apt
125,89.0,Brooklyn,Apartment,Entire home/apt
107,93.0,Brooklyn,Apartment,Entire home/apt
199,92.0,Manhattan,Apartment,Entire home/apt
175,97.0,Manhattan,Apartment,Entire home/apt
225,100.0,Manhattan,Apartment,Entire home/apt
198,81.0,Manhattan,Apartment,Entire home/apt
175,90.0,Manhattan,Apartment,Entire home/apt
67,97.0,Bronx,Apartment,Private room
75,90.0,Brooklyn,Apartment,Private room
75,100.0,Brooklyn,Apartment,Private room
70,95.0,Manhattan,Apartment,Private room
105,100.0,Manhattan,Loft,Private room
75,91.0,Manhattan,Apartment,Shared room
190,84.0,Brooklyn,Apartment,Entire home/apt
70,100.0,Brooklyn,Apartment,Entire home/apt
175,87.0,Brooklyn,Apartment,Entire home/apt
142,80.0,Manhattan,Apartment,Entire home/apt
92,100.0,Manhattan,Apartment,Private room
100,94.0,Manhattan,Apartment,Private room
90,90.0,Manhattan,Apartment,Private room
150,96.0,Brooklyn,Apartment,Entire home/apt
168,87.0,Brooklyn,Apartment,Entire home/apt
199,95.0,Manhattan,Apartment,Entire home/apt
199,91.0,Manhattan,Apartment,Entire home/apt
45,100.0,Brooklyn,Apartment,Private room
110,92.0,Brooklyn,Apartment,Private room
97,100.0,Queens,Apartment,Private room
200,78.0,Brooklyn,Apartment,Entire home/apt
200,89.0,Manhattan,Apartment,Entire home/apt
190,91.0,Manhattan,Apartment,Entire home/apt
150,100.0,Brooklyn,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
400,96.0,Manhattan,Apartment,Entire home/apt
140,95.0,Manhattan,Apartment,Private room
98,98.0,Manhattan,Apartment,Private room
129,80.0,Brooklyn,Apartment,Entire home/apt
195,93.0,Brooklyn,Apartment,Entire home/apt
195,96.0,Manhattan,Apartment,Entire home/apt
350,100.0,Manhattan,Apartment,Entire home/apt
39,91.0,Bronx,House,Private room
50,85.0,Bronx,House,Private room
59,100.0,Brooklyn,Apartment,Private room
75,100.0,Manhattan,Apartment,Private room
159,93.0,Manhattan,Apartment,Entire home/apt
190,99.0,Manhattan,Apartment,Entire home/apt
185,88.0,Manhattan,Apartment,Entire home/apt
179,96.0,Manhattan,Apartment,Entire home/apt
388,97.0,Manhattan,Apartment,Entire home/apt
75,97.0,Manhattan,Apartment,Entire home/apt
200,90.0,Manhattan,Apartment,Entire home/apt
290,90.0,Manhattan,Loft,Entire home/apt
219,97.0,Queens,Apartment,Entire home/apt
157,93.0,Queens,Apartment,Entire home/apt
212,98.0,Queens,Apartment,Entire home/apt
89,95.0,Queens,Apartment,Entire home/apt
185,97.0,Queens,Apartment,Entire home/apt
115,96.0,Queens,Apartment,Entire home/apt
85,98.0,Brooklyn,Apartment,Private room
95,92.0,Manhattan,Apartment,Private room
95,100.0,Manhattan,Apartment,Private room
49,96.0,Manhattan,Apartment,Private room
99,92.0,Manhattan,Apartment,Private room
99,92.0,Manhattan,Apartment,Private room
185,91.0,Bronx,House,Entire home/apt
150,98.0,Brooklyn,Apartment,Entire home/apt
180,95.0,Brooklyn,Apartment,Entire home/apt
195,80.0,Brooklyn,Apartment,Entire home/apt
142,92.0,Brooklyn,Apartment,Entire home/apt
110,100.0,Brooklyn,Apartment,Entire home/apt
120,100.0,Brooklyn,Apartment,Entire home/apt
275,96.0,Manhattan,Apartment,Entire home/apt
195,94.0,Manhattan,Apartment,Entire home/apt
160,96.0,Manhattan,Apartment,Entire home/apt
250,85.0,Manhattan,Apartment,Entire home/apt
172,83.0,Manhattan,Apartment,Entire home/apt
199,96.0,Manhattan,House,Entire home/apt
85,92.0,Bronx,House,Private room
85,100.0,Bronx,House,Private room
230,100.0,Manhattan,Apartment,Private room
150,100.0,Manhattan,Apartment,Private room
110,95.0,Manhattan,Apartment,Private room
100,89.0,Manhattan,Apartment,Private room
102,90.0,Manhattan,Apartment,Private room
150,100.0,Brooklyn,Apartment,Entire home/apt
650,93.0,Brooklyn,House,Entire home/apt
300,100.0,Manhattan,Apartment,Entire home/apt
110,96.0,Queens,Apartment,Entire home/apt
45,90.0,Bronx,Apartment,Private room
60,89.0,Brooklyn,Apartment,Private room
120,87.0,Brooklyn,Apartment,Private room
120,90.0,Brooklyn,Apartment,Private room
180,99.0,Brooklyn,Apartment,Entire home/apt
110,98.0,Brooklyn,Apartment,Entire home/apt
73,100.0,Brooklyn,Apartment,Entire home/apt
90,97.0,Brooklyn,Apartment,Entire home/apt
120,92.0,Brooklyn,Apartment,Entire home/apt
200,95.0,Manhattan,Apartment,Entire home/apt
100,91.0,Brooklyn,Apartment,Entire home/apt
150,86.0,Brooklyn,Apartment,Entire home/apt
199,94.0,Manhattan,Apartment,Entire home/apt
150,93.0,Manhattan,Apartment,Entire home/apt
80,90.0,Brooklyn,Apartment,Private room
50,90.0,Brooklyn,Apartment,Private room
129,84.0,Manhattan,Apartment,Private room
60,80.0,Brooklyn,Apartment,Shared room
190,100.0,Brooklyn,Apartment,Entire home/apt
115,98.0,Brooklyn,Apartment,Entire home/apt
280,98.0,Manhattan,Apartment,Entire home/apt
310,100.0,Manhattan,Apartment,Entire home/apt
200,96.0,Manhattan,Apartment,Entire home/apt
285,87.0,Manhattan,Apartment,Entire home/apt
201,95.0,Manhattan,Apartment,Entire home/apt
98,95.0,Brooklyn,Apartment,Private room
80,100.0,Brooklyn,Apartment,Private room
50,100.0,Brooklyn,Apartment,Private room
120,97.0,Manhattan,Apartment,Private room
99,87.0,Brooklyn,Apartment,Entire home/apt
149,97.0,Brooklyn,Apartment,Entire home/apt
245,80.0,Manhattan,Apartment,Entire home/apt
199,93.0,Manhattan,Apartment,Entire home/apt
200,100.0,Manhattan,Apartment,Entire home/apt
103,93.0,Manhattan,Apartment,Entire home/apt
230,95.0,Manhattan,Apartment,Entire home/apt
107,100.0,Brooklyn,Apartment,Private room
130,100.0,Manhattan,Apartment,Private room
142,100.0,Brooklyn,Apartment,Entire home/apt
129,100.0,Brooklyn,Apartment,Entire home/apt
145,100.0,Brooklyn,Loft,Entire home/apt
225,96.0,Manhattan,Apartment,Entire home/apt
640,80.0,Manhattan,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
195,97.0,Manhattan,Apartment,Entire home/apt
189,98.0,Manhattan,Apartment,Entire home/apt
2750,95.0,Manhattan,Apartment,Entire home/apt
179,86.0,Manhattan,Apartment,Entire home/apt
432,90.0,Manhattan,Loft,Entire home/apt
100,100.0,Brooklyn,Apartment,Private room
50,96.0,Brooklyn,Apartment,Private room
59,95.0,Manhattan,Apartment,Private room
179,98.0,Brooklyn,Apartment,Entire home/apt
675,94.0,Manhattan,Apartment,Entire home/apt
170,97.0,Manhattan,Apartment,Entire home/apt
300,92.0,Manhattan,Apartment,Entire home/apt
165,100.0,Manhattan,Apartment,Entire home/apt
215,95.0,Manhattan,Apartment,Entire home/apt
119,84.0,Manhattan,Apartment,Entire home/apt
180,100.0,Manhattan,Loft,Entire home/apt
84,87.0,Brooklyn,Apartment,Private room
99,96.0,Brooklyn,Apartment,Private room
79,100.0,Brooklyn,Apartment,Private room
69,100.0,Brooklyn,Apartment,Private room
60,100.0,Brooklyn,House,Private room
248,98.0,Brooklyn,Apartment,Entire home/apt
149,99.0,Brooklyn,Apartment,Entire home/apt
109,91.0,Brooklyn,Apartment,Entire home/apt
185,100.0,Brooklyn,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
225,90.0,Manhattan,Apartment,Entire home/apt
225,92.0,Manhattan,Apartment,Entire home/apt
265,86.0,Manhattan,Apartment,Entire home/apt
210,91.0,Manhattan,Apartment,Entire home/apt
140,100.0,Manhattan,Apartment,Entire home/apt
115,95.0,Manhattan,Apartment,Entire home/apt
140,80.0,Manhattan,Apartment,Entire home/apt
150,80.0,Manhattan,Apartment,Entire home/apt
320,96.0,Manhattan,Apartment,Entire home/apt
72,88.0,Brooklyn,Apartment,Private room
82,93.0,Brooklyn,Apartment,Private room
85,89.0,Manhattan,Apartment,Private room
86,86.0,Manhattan,Apartment,Private room
160,100.0,Brooklyn,Apartment,Entire home/apt
139,93.0,Brooklyn,Apartment,Entire home/apt
265,92.0,Brooklyn,Apartment,Entire home/apt
160,83.0,Brooklyn,Loft,Entire home/apt
180,100.0,Manhattan,Apartment,Entire home/apt
135,100.0,Manhattan,Apartment,Entire home/apt
150,93.0,Manhattan,Apartment,Entire home/apt
240,98.0,Manhattan,Apartment,Entire home/apt
310,90.0,Manhattan,Apartment,Entire home/apt
220,96.0,Manhattan,Apartment,Entire home/apt
77,100.0,Manhattan,Apartment,Entire home/apt
119,86.0,Brooklyn,Apartment,Private room
60,100.0,Brooklyn,Apartment,Private room
69,92.0,Brooklyn,Apartment,Private room
125,95.0,Manhattan,Apartment,Private room
55,93.0,Manhattan,Apartment,Private room
248,100.0,Brooklyn,Apartment,Entire home/apt
135,90.0,Brooklyn,Apartment,Entire home/apt
249,87.0,Manhattan,Apartment,Entire home/apt
800,100.0,Manhattan,Apartment,Entire home/apt
180,90.0,Manhattan,Apartment,Entire home/apt
200,95.0,Manhattan,Apartment,Entire home/apt
550,100.0,Manhattan,Apartment,Entire home/apt
599,96.0,Manhattan,Apartment,Entire home/apt
